meanR,meanG,meanB,stdR,stdG,stdB,skewR,skewG,skewB,kurtR,kurtG,kurtB,kelas
62.62294722576531,152.91731106505102,205.51313376913265,44.5124249814552,28.13586380446592,19.144721341572332,1.988547102302768,0.8992591245708551,-0.267563503451925,3.840242324797403,1.1410672893715017,0.0888467236571171,siang
152.04663584183675,190.21835140306123,194.7668008609694,75.4340515619255,25.61147825720673,36.74011952444472,-0.4384607120567677,-0.3131173374938484,-0.9804853683547988,-1.232799543808774,-0.2111102527424533,-0.2146938248175876,siang
182.4976881377551,180.32655054209184,159.51385124362244,66.19634754282055,62.36465390897365,77.58889841128183,-0.8937745900825923,-0.9280459141834084,-0.519905842204994,-0.4581399802711297,-0.2230482011550432,-1.1627746090603892,siang
80.50982541454081,109.81279894770408,120.29314811862244,56.00330881844652,60.63668205820218,71.44454021893547,0.9342243500738612,0.1488166384192168,-0.1228255548602615,0.2153682200550357,-0.8663502968423451,-1.260522391731579,siang
180.04524075255102,176.9626913265306,174.0500637755102,61.94581106193741,63.519821322609616,65.55137181581105,-0.4414473028995189,-0.3779999668236734,-0.3225302869728721,-1.155571814224977,-1.2133007421430302,-1.2714925826093495,siang
145.0836854272959,160.96980628188774,149.5064772002551,83.62745846746495,80.2616629254911,88.60475952168352,-0.0909968624077552,-0.322398139125315,-0.2848594224321072,-1.491511179478503,-1.3944250726324283,-1.4510819174698142,siang
105.44110730229592,104.49673150510203,103.4279934630102,55.57923083556128,58.80773993537532,69.03693454002453,-0.1470062193936643,-0.2300620437483051,-0.209578905652135,-0.7501338944615261,-1.1653536457896376,-1.4632936861361412,siang
148.74410076530611,167.7345742984694,176.33025749362244,54.09953761338625,62.81958678237379,71.0338011574017,-0.4840529113955527,-0.5257675752385974,-0.4887914526728055,-1.24174741259669,-1.43885488839676,-1.526109572784337,siang
113.9100964604592,120.97355309311224,116.51544563137756,61.98693966375347,67.93482629039217,76.44846385995776,-0.1819321621620125,-0.2749776904787093,-0.230281721621009,-1.2658174876114787,-1.4449449368822724,-1.6511369003114322,siang
135.1637635522959,126.37804926658164,102.5829480229592,56.46476386431422,63.324244776797634,90.46402077034114,-0.1008277434377903,-0.1003216167758389,-0.0136562795878795,-1.100855825519678,-1.4375542039263711,-1.8848567813833064,siang
168.4865274234694,165.0702527104592,158.8748405612245,69.3925330179173,75.02239798408498,83.21090749373673,-0.5762318772564324,-0.4938656187190839,-0.3749511089292066,-1.0191593127908514,-1.2868178169209863,-1.4977035696543226,siang
96.22626355229592,92.93885522959184,84.54573899872449,52.64435333685046,35.16733028560088,26.92712931502497,0.8744254811000378,1.2287625309979573,0.9267806862513908,0.0844446320526248,1.3815248531311966,0.9444116770724612,siang
111.19064891581633,125.92332987882654,130.78985969387756,75.28555919139676,60.3970962257497,52.04939916058362,0.0857323736209568,-0.1003546022948216,-0.5896228992561467,-1.375555874736918,-0.8681608784165804,0.2046260630630834,siang
96.34749681122447,125.17837213010203,170.8966836734694,75.03329924113397,37.29616465092513,54.74936959586691,0.4739778281182832,-0.1358091197785387,-0.6613639429844558,-1.232438301191172,-0.9859974472212087,-0.6062904623886913,siang
140.78240593112244,141.8209303252551,128.4715202487245,64.18305082211303,55.887792526946384,64.29740861242905,-0.2464850781901516,-0.0679662487253455,-0.0802188722016276,-1.3418099562409245,-1.3351494991026742,-1.5607909409717706,siang
133.80733816964286,123.5718072385204,120.32908163265306,62.24779863954121,71.27729338706186,75.97824925552484,-0.2074140725211856,-0.1585082056388267,-0.1937464641841146,-1.362848000279692,-1.6068396529172662,-1.6850852712665236,siang
145.6364596619898,112.43999123086736,115.04968510841836,67.5274500208002,83.56632898455742,89.97343259719726,-0.0391475782883627,0.1078704278535061,0.2386408525345909,-1.176698257589599,-1.7723077670643463,-1.565771152541264,siang
128.31082589285714,130.23991549744898,113.11702806122447,49.38497750991323,52.16631189880076,76.66791561235769,0.1156119600353115,0.1913693688223221,0.3057370564464004,-0.3994625770327729,-0.6423852383626065,-1.5413403536137975,siang
88.21400669642857,95.9574896364796,82.94497369260205,39.51864589844443,40.54712913672141,53.159695879031865,-0.1356414606827561,-0.0684753954615516,0.0739535375604436,-0.5353190097216567,-1.2373767600692267,-1.3254536483193642,siang
124.11108896683672,135.17518335459184,147.47983099489795,63.9757203411577,61.86623896603443,62.781928795840834,-0.3010247653017405,-0.368233264494686,-0.4347067330969031,-1.309217764378998,-1.2401784685986794,-1.1933056966503202,siang
77.5801777742347,130.51877391581633,168.8499083227041,35.46286655690261,38.77817244356732,74.1145487182103,0.6771148208559868,-0.9358184191418378,-1.005835063374653,-0.3747916048150377,-0.3112953320494478,-0.7984661079669246,siang
120.43403220663264,114.92424665178572,106.81582828443878,77.20827196729803,83.77566607430981,92.82861953199934,0.0743054666621632,0.109651518523649,0.0926762402990766,-1.4592484813231863,-1.5604445257604656,-1.7158842688799716,siang
143.9834980867347,159.57479671556123,169.53964046556123,56.414401252645696,63.08231458770484,69.58775165836035,-0.4930553348626153,-0.5236126771516079,-0.5194695681616979,-0.9279847645980954,-1.1602412404499316,-1.1893855938499434,siang
128.06556919642858,166.70386240433675,213.3563855229592,66.14813902886083,43.83653993152935,26.79175122225969,-0.0876163549017954,0.1841480027388198,-0.6136750267486246,-0.9810568741044632,-0.9440199350167772,0.1953464467336134,siang
71.25137515943878,67.05474728954081,73.3475566007653,77.46458317905334,43.39705589648925,39.29641898608482,0.7481098207096895,1.0663322398413662,1.058580063593655,-0.828943720229252,0.6137525998861069,0.7263981784147866,siang
125.30482700892856,101.1115872130102,82.35831871811224,62.79936161184759,54.272856689124346,54.04596169485289,0.4789293011310667,0.7633197107068541,0.585272651517924,-0.8498455150961628,-0.204828577140844,-0.1109573751789105,siang
159.6726921237245,166.11077008928572,166.00001992984693,61.56820029918784,55.22588599681066,55.10540235857432,-0.5606845097422809,-0.7045296912150271,-0.8422635833730527,-0.7383725793471481,-0.7432439189361961,-0.6804112968384515,siang
184.6448301977041,186.83924585459184,193.8680046237245,12.19570753116734,9.58214327006758,8.978055724192922,0.4342848693444135,-0.5636713430302452,-0.7808746459129969,0.2316015861615588,0.3884263125992571,-0.0084234557364397,siang
130.3759765625,139.46287069515307,141.37167171556123,75.34858117755181,70.40086947215303,71.6508841863312,-0.2394496155021019,-0.2959919757227457,-0.5697608281380114,-1.2471175445479863,-1.2383284156279883,-1.0835688511154014,siang
29.43753985969388,113.24673150510203,154.56796077806123,44.65737581991556,50.11815469155702,85.2911173694158,1.6063412908283663,-1.050477900159387,-0.7961091102501524,1.7627389612312987,-0.4182088217620374,-1.1234748366602014,siang
98.79464285714286,178.09715800382654,221.09018255739795,41.5301954592704,22.246788310615614,22.720889459696764,1.7258330030851503,-1.2788128275707913,-4.29427175977064,2.9341477558045668,4.458840337110991,26.723081138929803,siang
127.83386479591836,122.86130819515306,120.4129862882653,51.90491612957239,44.66559952944032,40.19210786312802,0.061302222259641,0.0872102379623565,0.0810786261422906,-1.17421868452292,-1.0689776785084135,-1.0065736197170867,siang
117.39620535714286,170.7491828762755,219.7623365752551,56.354385753341326,31.347495384584047,14.458870282292493,0.136499779020824,0.1891566999242472,-0.0109383291050821,-1.2848477038824064,-1.2305567866485077,-1.1807387852264903,siang
115.29540019132654,137.97951211734693,163.71779336734693,54.622690383526674,49.6676455925112,55.31799738370901,0.3770901116268906,-0.0567908255593252,-0.9856769713443074,-0.9404130034928192,-0.8996191116119041,-0.106925928661874,siang
109.09741709183672,116.00466358418367,123.47038424744898,41.08596691088156,39.450186584534094,42.30939918866339,0.3198217453623982,-0.153591862108217,-0.6338048799080307,-0.7485978235029402,-0.6655773282791708,-0.1886981791152648,siang
62.295200892857146,116.8178411989796,161.2721022002551,58.8718279773275,51.61018996437095,62.36030114243367,2.02017273029988,-0.2104935877097301,-1.1409689832476044,3.364654822456523,0.3001510318405809,0.010764084870928,siang
182.6304009885204,195.18470982142856,213.1172672193877,54.532450535424495,47.248886891097065,40.9268515126505,-2.09324878836246,-1.986703774035692,-2.1078697869267886,3.6971120296790447,3.0885227168109592,3.719429289236469,siang
112.01945153061224,132.86310188137756,136.36792490433675,73.57041340201276,40.34269915926378,55.79989322491085,-0.3073643148809238,-0.7974579800642093,-0.2644405916237867,-1.3283078584691257,0.1668036522299476,-0.9773867070704688,siang
119.28595344387756,111.78047273596938,101.5165417729592,81.07673159821098,86.0421678120942,93.4534715496076,0.3617579108108695,0.4168224456778461,0.4538516587123276,-1.5638670059776918,-1.621878277277876,-1.6386954354116443,siang
94.64676339285714,141.0878308354592,150.58551897321428,48.5188666562138,50.43866642429629,79.73784537054442,0.4268419245472747,0.5025493841336599,-0.5017378059411095,-0.2853071080421085,-0.499793521986589,-1.2741819132439869,siang
85.95463966836735,107.35710299744898,179.1690449617347,81.71970720747547,46.82621343604335,35.50252234427878,0.3602846677987966,0.619654443798373,-1.1454958019645407,-1.3872286277357175,-0.639122689602551,2.204369399687014,siang
98.5125956632653,103.95946269132654,108.78111049107144,75.08390980516317,76.06402461599524,79.75688717488939,0.3665394530716955,0.2555836504132874,0.1389844441332656,-1.3408845611601012,-1.511313825460354,-1.613417330231134,siang
102.6057278380102,102.6057278380102,102.6057278380102,60.14384547991186,60.14384547991186,60.14384547991186,0.1152594841320373,0.1152594841320373,0.1152594841320373,-0.9397528746423344,-0.9397528746423344,-0.9397528746423344,siang
205.66135204081635,201.28708944515307,208.8835100446429,39.05553909761263,61.58281343431737,67.47140186242133,-1.58226890260923,-1.5405926464238284,-1.7469702047618358,3.154058892355998,1.3119745466763026,1.5423830275332495,siang
175.72439014668367,174.7868104272959,195.79233099489795,41.2670804713751,39.79990222123178,34.801146247691285,-0.5117280018866984,-0.616106146635381,-1.691927431324169,1.6447982063421085,2.3378235316282128,7.249650137739952,siang
109.72751913265306,106.39724170918367,103.96137595663264,65.0667899473255,55.32125568064375,53.15678654890863,0.0548188278944973,-0.3046507882725336,-0.3956799956754263,-1.3916310234858766,-1.1917973228416423,-1.1388321268993238,siang
101.72032445790816,115.46833147321428,129.79540019132654,59.65235307096992,61.30130473088646,63.4533117764383,0.1402315050606788,-0.0854903107095625,-0.3319593955625811,-0.5664582069195001,-0.6007732978843818,-0.6995147275598383,siang
100.0403977997449,107.37876674107144,115.81519052933672,71.43206257004901,62.22441803262992,55.87362518243429,0.7737920613564968,0.6605351413231726,0.371678200015316,-0.5856488901134833,-0.4170997356675547,-0.7790829988688812,siang
121.88996731505102,119.22492825255102,114.02393574617346,63.9570678441025,67.80161518311616,79.71744688557067,-0.0128320525390335,0.0801445788669201,0.0726830424233526,-1.5271873644639162,-1.6491441328963037,-1.7252795543119357,siang
106.98469387755102,98.9819634885204,85.80899234693878,55.34400590177566,53.72835510527177,59.23416019384287,0.238184551243288,0.4980564927540741,0.6970663363216466,-0.6035879758047216,-0.3517047544788991,-0.3128118967962345,siang
178.80434869260205,185.12378427933675,171.63643973214286,43.58821587539277,44.80975324954487,65.19484721164314,-0.8180265175468512,-1.0602249941052024,-1.0530312759180458,-0.4203042496071054,-0.2561500596388688,-0.6489744913995636,siang
81.30486686862245,131.30229591836735,219.8064413265306,42.55425789161934,39.69843543489792,54.71967241668589,0.513194810016786,-0.5177640386167109,-2.732560839378384,0.4804948063415968,1.1880190857753172,6.859048656197354,siang
92.4967115752551,100.04964524872447,62.80341198979592,56.1080112437576,55.53835642932695,62.74236566671092,0.505097570168689,0.4339899248369664,1.1968718231310769,-0.272940168829157,-0.4829995459079703,0.7579724979935616,siang
131.79823022959184,158.10076530612244,174.78483737244898,49.54311289304719,54.75684679943557,68.83523228759437,-0.2163784741944522,-0.8121806224645599,-0.8442830731770541,-0.6187515878099821,-0.4156427501152109,-0.7223023432010498,siang
91.96372767857144,98.93375318877553,99.50699537627553,81.2979009094985,82.20865326295635,86.95249827810875,0.4419749545832337,0.3666005552037718,0.3088657270671486,-1.4856099951650898,-1.5487878590376043,-1.6344790666154734,siang
61.94463488520408,113.86571269132654,129.72102200255102,56.721088597236864,51.12139070344667,63.71667591189636,1.6860171904725605,-0.3295027622825545,-0.6652745050832812,1.993037260261712,0.0256116922383378,-0.9851943305158376,siang
144.0314492984694,152.13879145408163,150.31431361607142,65.3873198855996,68.61409506871084,76.00071877701517,-0.3562490341686861,-0.3952338018604655,-0.2305766135139872,-0.7838697055711723,-0.8625957580700976,-1.1947456852974427,siang
119.62569754464286,118.75438456632654,121.53930165816328,64.56780513053484,67.25401089698823,77.36697645186308,0.1165016950049595,0.1364410618394732,0.1506169279708201,-1.12654737543956,-1.2366739623866634,-1.3927408629708276,siang
74.65489477040816,77.10241948341837,55.827507174744895,54.73744587996541,43.15905669301397,49.88796521760575,0.6928725994007098,0.4051941781275064,0.9579113194238316,-0.1806564956499028,-0.8537748467974744,-0.0623317666819867,siang
133.3137755102041,143.54406489158163,151.58838887117346,53.71234849368679,59.68332983290639,79.4129486553005,-0.3399411391630021,-0.3094370241999172,-0.2208902026667234,-1.5254315922386732,-1.6590925096395728,-1.7588773582913224,siang
124.75789221938776,124.42085857780611,123.92972735969389,80.47919412540809,77.49257773478845,79.91700022895823,-0.0740976381530218,-0.0439156524985183,-0.0259920734647293,-1.7172326018558537,-1.7216680398288715,-1.7353763296520406,siang
171.43341438137756,171.22114158163265,163.98977598852042,51.819555894619526,58.30968441294377,80.38422581245847,-0.379256677380453,-0.4752168442890646,-0.4532351029537827,-0.2256914775469258,-0.411800382822121,-1.2468236463912614,siang
84.51636240433673,94.1058274872449,121.2799147002551,64.49500260067055,51.41611953517787,77.33660611694746,0.6997138435192035,0.7855280489760955,0.1487140334053763,-0.6883145572732978,0.4609960814179485,-1.4730281767266065,siang
115.69383769132654,126.08472177933672,130.77192283163265,64.94622400423758,66.80250798209916,74.83760105392743,0.1220916055235897,-0.176914926479307,-0.2955264608598337,-0.9432218057648436,-1.1723251790031963,-1.4128254919249632,siang
128.36850286989795,131.9533242984694,99.7935865752551,54.57260678500613,46.64267056488945,52.59203985181475,0.1137534244332591,-0.1812792317158139,0.5166396920243627,-0.7479188660990643,-0.2941494056860629,-0.7139852744699642,siang
165.34681919642858,173.58374521683675,171.46127630739795,66.44255694937168,61.24262178700223,71.68760408131597,-0.7503049460183976,-0.6360666716870753,-0.6101959723305377,-0.834691950797469,-0.8775224835184914,-1.0120519578401082,siang
168.81847895408163,187.05369100765307,194.5400390625,52.04316751316897,49.49208487395844,47.59589155303287,-0.9516219843440452,-1.166380512830533,-1.2834204695854474,-0.4311476980526727,-0.1449420929400067,0.1030028962957265,siang
133.02242107780611,159.18526785714286,184.5906210140306,53.037192547994806,59.26745156097775,66.24604007620565,-0.7889732098614682,-0.9555575589429004,-1.0906346141569858,-0.3626551162008438,-0.3507574514905043,-0.2180501900759672,siang
112.17910953443878,117.70465959821428,115.71121651785714,34.569107959273815,32.27111759612518,40.270947262091504,-0.0892201769599334,-0.2833237760775604,0.0236525458608809,-0.0935939939454835,-0.0230565358672412,-0.8228927611999497,siang
88.33539939413265,103.66029575892856,114.78364158163264,35.86948659557792,33.14415260863776,31.399219379134017,0.9279916684646888,0.8626870088128785,0.6051252387353819,1.9675582136389167,2.128191305180017,1.5942347119624936,siang
104.55777662627553,107.59715800382654,74.37914540816327,51.86838008411514,46.91771658126431,45.170808802016666,0.5972433880829088,-0.0384467803348635,0.1887470782746387,0.6509368559561652,-0.1501608103901457,-0.508204992577387,siang
92.0211256377551,97.62944435586736,98.92414700255102,45.15168145778275,49.71179839606468,67.62118799487395,0.0224178716977692,-0.282128098808136,-0.0048328291846414,-0.563982126106557,-1.1105839815432506,-1.5517734957227634,siang
